HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,source_id,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,lum_val,lum_percentile_lower,lum_percentile_upper,age_up_diff,age_lo_diff,age_err,mass_up_diff,mass_lo_diff,mass_err,Age,Age_err,logAge,logAge_err,logMass,logMass_err,logTeff,logLum
79645,6116,208,2.71,0.14,,,2947.0,3619.0,4800.0,2371.0,6879.0,68,688.0,8913.0,95,338.0,1.11,1.1,1.07,1.0,1.1,68,1.0,1.2,95,3.14,4348955348446031616,7.7815766,14545061.667652603,5219.354312750959,8.073617,8149081.047296299,10979.788213016836,7.3629766,9111236.599860888,10913.343713721351,7.3981166,7.3186765,7.477556699999999,3932.0,576.0,576.0,0.010000000000000009,0.1100000000000001,0.010000000000000009,2947000000.0,576000000.0,9.469380135849924,0.08488416069775127,0.04532297878665747,0.003912562900029298,3.7864674767402824,0.8691211718479256
79781,7274,247,4.23,0.14,,,709.0,784.0,783.0,787.0,804.0,11,787.0,804.0,11,793.0,2.39,2.3,2.28,2.3,2.3,13,2.3,2.3,13,1.5,4356960755169210880,6.088184,69194695.96821678,34257.350388130566,6.2735553,42769395.02852264,72534.4311177338,5.8274927000000005,37477527.19170222,62521.752960442645,5.9217772,5.9028754,5.940679,95.0,78.0,78.0,0.0900000000000003,0.0900000000000003,0.0900000000000003,709000000.0,78000000.0,8.850646235183067,0.047778518460442364,0.3783979009481377,0.01635418551100117,3.861773296718693,0.7724520635344013
79797,8568,291,4.45,0.14,,,432.0,535.0,640.0,387.0,794.0,68,106.0,917.0,95,14.0,1.88,1.87,1.83,1.7,2.0,68,1.7,2.1,95,1.96,5821125860988362752,5.9223046,80616575.2981333,35476.30135283216,6.003995400000001,54822277.56012432,56514.053813047794,5.8163323,37864744.02126878,48598.078137068216,,,,362.0,45.0,45.0,0.1200000000000001,0.17999999999999994,0.1200000000000001,432000000.0,45000000.0,8.635483746814913,0.04523900853158873,0.2741578492636798,0.027720924376803333,3.932879457823799,
79833,6392,217,4.07,0.14,,,1608.0,2054.0,2778.0,1029.0,5623.0,68,205.0,7499.0,95,3177.0,1.14,1.13,1.1,1.0,1.2,68,1.0,1.3,95,1.29,6038407466214784640,8.376978999999999,8405328.507397013,2330.767830201817,8.635353,4857512.360212323,3281.394598477752,8.001745,5059060.270270988,2687.75154940748,3.5511432000000003,3.5249782,3.5773082,4015.0,579.0,579.0,0.06000000000000005,0.1399999999999999,0.06000000000000005,1608000000.0,579000000.0,9.206286044412433,0.15637842352113357,0.05690485133647255,0.022857604310697485,3.805636766305935,0.5503681855981137
79881,9887,336,4.43,0.14,34.0,0.0,239.0,294.0,370.0,211.0,447.0,68,60.0,501.0,95,9.0,2.27,2.26,2.22,2.1,2.4,68,2.0,2.5,95,2.41,6039093144853104128,4.7321324,241264426.06282508,783526.2967132323,4.7891607,167838294.78990638,282681.6164711277,4.767563,99481605.94356978,551628.6243151397,,,,208.0,28.0,28.0,0.1299999999999999,0.16999999999999993,0.1299999999999999,239000000.0,28000000.0,8.378397900948137,0.050879688256447904,0.35602585719312274,0.02487149015304964,3.9950645341561417,
79883,6829,232,4.35,0.14,,,1454.0,1668.0,1753.0,1223.0,2441.0,68,387.0,4097.0,95,33.0,1.4,1.39,1.38,1.3,1.5,68,1.2,1.6,95,1.36,6023561443593128832,8.181356,10064770.47116052,4183.385336914154,8.3906555,6085455.212827849,6839.707346099683,7.8643045,5741775.005605139,6373.207243539237,3.9044025,3.865238,3.943567,987.0,231.0,231.0,0.10000000000000009,0.09999999999999987,0.10000000000000009,1454000000.0,231000000.0,9.16256440652302,0.06899726638215348,0.146128035678238,0.03102103442166087,3.834357112718405,0.5915545821807497
79895,6761,230,4.24,0.14,,,1856.0,1905.0,1857.0,1483.0,2472.0,68,917.0,4340.0,95,1324.0,1.44,1.43,1.41,1.3,1.5,68,1.2,1.7,95,1.35,6246463756562441216,7.253539999999999,23655401.72696059,6860.101164442153,7.486762,13991052.421970464,21033.66209234812,6.9291990000000006,13585895.760631071,33624.059341495726,5.136082599999999,5.1053123,5.166853,616.0,373.0,373.0,0.06000000000000005,0.1399999999999999,0.06000000000000005,1856000000.0,373000000.0,9.268577971882843,0.08728008714973756,0.15836249209524964,0.018095603412635507,3.8300109359361176,0.7106319995693142
79980,5967,203,4.11,0.14,,,2209.0,2901.0,4278.0,1585.0,6879.0,68,299.0,7943.0,95,7078.0,1.08,1.07,5.5,1.0,1.1,68,1.0,1.2,95,1.07,6037514800199297152,5.375349,133415632.36689278,132843.35654720775,5.653923000000001,75680865.18743107,121101.62094936686,5.035263,77743277.87536013,254863.82999499948,10.16867,10.1175375,10.219802,4670.0,624.0,624.0,0.020000000000000018,0.08000000000000007,0.020000000000000018,2209000000.0,624000000.0,9.344195715871434,0.12267983553989548,0.03342375548694973,0.00804249040561578,3.775756037844098,1.0072641535684355
79992,14947,508,3.99,0.14,32.0,0.0,26.0,31.0,48.0,18.0,78.0,68,4.0,89.0,95,88.0,4.01,4.0,3.97,3.8,4.1,68,3.7,4.3,95,4.45,1385978666451134208,3.7957244,571553088.6293454,2466629.967311345,3.8184607,410365593.6815977,1283982.5199236455,4.0125136,199417126.7629289,1498102.1362809138,,,,52.0,8.0,8.0,0.08999999999999986,0.20999999999999996,0.08999999999999986,26000000.0,8000000.0,7.414973347970818,0.1336290713548467,0.6031443726201823,0.009747257698576707,4.17455403452083,
80195,6646,226,4.09,0.14,,,2556.0,2616.0,2476.0,1627.0,4788.0,68,1029.0,7499.0,95,2110.0,1.33,1.32,1.21,1.1,1.5,68,1.0,1.6,95,1.39,4433186391629458560,7.209426,24636320.975997634,4764.181085837491,7.440503599999999,14600031.079139547,11163.65648201336,6.8726034,14312864.170677029,15078.315922301172,5.3349047,5.3103194,5.35949,2232.0,929.0,929.0,0.16999999999999993,0.22999999999999998,0.16999999999999993,2556000000.0,929000000.0,9.407560849486362,0.15784803352430396,0.12385164096708583,0.05551132475455095,3.822560336942692,0.7271266658160103
80240,7015,238,4.26,0.14,,,639.0,818.0,1206.0,410.0,1830.0,68,87.0,2512.0,95,694.0,1.39,1.39,1.38,1.3,1.5,68,1.2,1.5,95,1.42,4324906142929353856,6.7775116,36672601.17571434,6958.179383308284,6.978111,22351724.69151787,20387.797138618,6.484251,20467629.821763925,30860.858465700778,11.728472,11.43942,12.017524,1191.0,229.0,229.0,0.1100000000000001,0.08999999999999986,0.1100000000000001,639000000.0,229000000.0,8.8055008581584,0.15563918052557849,0.14301480025409505,0.034368628064286144,3.846027675364379,1.0692414353726547
80391,6452,219,4.13,0.14,,,1973.0,2441.0,2623.0,1413.0,5158.0,68,335.0,7286.0,95,2638.0,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.31,6022327555334674048,7.4220147,20255383.49711577,6184.006124410245,7.6837406,11669681.834949072,17547.996573273573,7.053264,12118874.182702783,33694.741111291536,4.898629,4.861774400000001,4.935484,3185.0,560.0,560.0,0.10000000000000009,0.09999999999999987,0.10000000000000009,1973000000.0,560000000.0,9.295127085252192,0.12326655340386264,0.07918124604762482,0.036191206825271015,3.809694358716924,0.6900745492024001
80463,9715,330,3.74,0.14,,,149.0,181.0,278.0,106.0,410.0,68,26.0,487.0,95,395.0,2.14,2.13,2.11,2.0,2.2,68,1.9,2.3,95,2.78,4463697873659897216,4.4970293,299595007.5673375,727893.8376562606,4.577578,203950173.53943303,447616.34652509406,4.5406976,122599586.85059457,502406.6360281571,,,,261.0,43.0,43.0,0.06000000000000005,0.14000000000000012,0.06000000000000005,149000000.0,43000000.0,8.173186268412275,0.1253333068579854,0.33041377334919086,0.012176480801025761,3.9874428049358013,
80475,6694,228,4.09,0.14,,,1483.0,1765.0,1967.0,1059.0,3073.0,68,282.0,5309.0,95,2016.0,1.31,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.41,6025168555941932160,7.293360000000001,22803536.61703404,6421.019331828241,7.521441499999999,13551229.38938575,17888.062972858654,6.9634094,13164492.783608845,27288.92738681777,5.841769,5.8081264,5.875412,1590.0,424.0,424.0,0.08999999999999986,0.1100000000000001,0.08999999999999986,1483000000.0,424000000.0,9.171141151028381,0.12416780871677596,0.11727129565576427,0.02983702547426916,3.8256857080217586,0.7665443797500264
80570,6352,216,4.04,0.14,,,2556.0,2484.0,2476.0,1664.0,3196.0,67,1416.0,5095.0,95,3326.0,1.48,1.48,1.46,1.4,1.7,59,1.1,1.8,95,1.29,4323874010749806720,7.091730999999999,27457051.015939165,6011.757705965251,7.3607435,15712956.22191879,16980.992645530532,6.7160106,16533463.085916689,35579.743729356334,3.155192,3.1434152,3.1669686,640.0,892.0,640.0,0.21999999999999997,0.08000000000000007,0.21999999999999997,2556000000.0,640000000.0,9.407560849486362,0.10874353224494566,0.17026171539495738,0.06455728785048336,3.8029104894190398,0.49902579210738374
80611,6145,209,4.27,0.14,,,2918.0,2843.0,2778.0,2088.0,3984.0,62,1629.0,5879.0,95,4516.0,1.42,1.42,1.46,1.2,1.6,68,1.1,1.7,95,1.11,5768603427465996416,8.242796,9511040.044284057,4444.266312808799,8.5328455,5338471.601628946,6725.236848202944,7.83523,5897608.680396438,11739.841458399564,2.449144,2.4388025,2.4594853,1066.0,830.0,830.0,0.18000000000000016,0.21999999999999997,0.18000000000000016,2918000000.0,830000000.0,9.465085287557432,0.12353132967090437,0.15228834438305647,0.05505141319900379,3.788521887222473,0.3890143206767159
80621,6397,218,3.78,0.14,,,2824.0,3004.0,2778.0,2113.0,5012.0,68,974.0,7054.0,95,2449.0,1.24,1.23,1.18,1.1,1.3,68,1.0,1.4,95,1.52,5940633222936855040,8.049685499999999,11362452.83314548,3415.1292994245287,8.298551,6624224.525878727,6900.403730311899,7.691408,6732940.009721959,7326.49716648359,5.4799185,5.4345846,5.5252523,2188.0,711.0,711.0,0.06000000000000005,0.1399999999999999,0.06000000000000005,2824000000.0,711000000.0,9.450864692379767,0.1093425554650184,0.09342168516223506,0.02101424912435091,3.805976350717563,0.7387740994946831
80645,7045,240,4.28,0.14,,,735.0,935.0,1353.0,548.0,1880.0,68,112.0,2371.0,95,398.0,1.42,1.45,1.41,1.3,1.5,68,1.3,1.6,95,1.43,5828317422956035072,5.180651,159619424.80355832,228391.8023830141,5.4036956,95296508.71742024,226442.055804276,4.9215903,86324076.43672594,181497.67813401585,9.949771,9.889225,10.010317,1145.0,187.0,187.0,0.08000000000000007,0.11999999999999988,0.08000000000000007,735000000.0,187000000.0,8.866287339084195,0.11049397022572528,0.15228834438305647,0.024467294755112796,3.847880997445375,0.9978130853104654
80647,6726,229,4.33,0.14,,,1879.0,1854.0,1804.0,1473.0,2307.0,68,1148.0,2970.0,94,228.0,1.57,1.56,1.52,1.4,1.7,68,1.3,1.9,95,1.33,5828703901298379392,7.9315023,12669086.550373731,3321.876726089589,8.159791,7527295.036829893,6399.212132915744,7.598352999999999,7335452.452802762,7220.0794051939965,3.9373395,3.9156618,3.9590173,428.0,406.0,406.0,0.1299999999999999,0.17000000000000015,0.1299999999999999,1879000000.0,406000000.0,9.273926780100526,0.09383904185881864,0.19589965240923374,0.03596068958434565,3.827756862978617,0.5952028637665399
80719,6723,229,4.13,0.14,,,1033.0,1272.0,1703.0,649.0,2901.0,68,137.0,4732.0,95,1906.0,1.29,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.39,4350921790633365760,6.4150662,51205864.95747172,15276.399860311149,6.641765,30468370.36099697,36772.41576355563,6.0942354000000005,29313914.00149904,51849.74695338796,5.6019063,5.5806546,5.623158,1868.0,384.0,384.0,0.10999999999999988,0.09000000000000008,0.10999999999999988,1033000000.0,384000000.0,9.01410032151962,0.1614415111818477,0.11058971029924897,0.037032862797951656,3.8275631112547237,0.7483358403438006
80904,6205,211,2.86,0.14,,,3466.0,3806.0,4532.0,2727.0,6225.0,68,1413.0,8913.0,95,445.0,1.17,1.16,1.13,1.0,1.2,68,1.0,1.3,95,2.83,4350939829495923456,7.194818499999999,24970024.71504673,4826.360458665899,7.472263000000001,14179148.629305432,10920.180756974543,6.8024836,15267734.098704616,15337.81488707524,15.129029999999998,15.013237,15.244823,2759.0,739.0,739.0,0.030000000000000027,0.16999999999999993,0.030000000000000027,3466000000.0,739000000.0,9.539828558377899,0.09259769824769275,0.06818586174616162,0.011135755946237235,3.7927417858347487,1.1798110840607339
80968,6337,215,3.78,0.14,,,577.0,578.0,570.0,568.0,589.0,68,564.0,594.0,78,2566.0,2.59,2.58,2.56,2.6,2.6,68,2.5,2.6,78,1.5,4338453363133559808,7.163947,25690200.97012516,3957.101341191977,7.428986999999999,14755724.946468685,9356.274803442357,6.7866993,15491317.883091625,13850.898551418391,8.16075,8.105427,8.216074,12.0,9.0,9.0,0.010000000000000231,0.010000000000000231,0.010000000000000231,577000000.0,9000000.0,8.761175813155731,0.006774090705596648,0.4132997640812518,0.0016768126714411654,3.8018837071252394,0.9117300736917968
81027,7509,255,3.94,0.14,,,954.0,959.0,931.0,792.0,1170.0,68,659.0,1347.0,95,1167.0,2.05,2.04,2.0,1.8,2.2,65,1.7,2.4,95,1.78,4332153814340992384,6.7711916,36886691.68518786,7912.553251251618,6.9309993,23342939.474527404,21061.528719508933,6.541557,19415352.476450287,33220.23800327759,12.450085,12.329546,12.570623,216.0,162.0,162.0,0.15000000000000036,0.24999999999999978,0.15000000000000036,954000000.0,162000000.0,8.979548374704095,0.07374811956847671,0.31175386105575426,0.03177764501731118,3.8755821043278855,1.0951723164843614
81279,6233,212,4.07,0.14,,,3465.0,3477.0,3117.0,2474.0,5082.0,66,1830.0,6879.0,95,4072.0,1.28,1.26,1.18,1.1,1.4,68,1.0,1.5,95,1.22,4432109042032654848,7.12343,26667017.90355917,4360.919009680935,7.400293,15150891.474437142,7679.303837778616,6.732977,16277105.170811376,12369.141460792873,2.8921099,2.8836913,2.9005284,1617.0,991.0,991.0,0.11999999999999988,0.17999999999999994,0.11999999999999988,3465000000.0,991000000.0,9.539703238947826,0.12420947519945814,0.10720996964786837,0.04071510767842981,3.7946971268919985,0.46121479209991395
81335,6805,231,4.26,0.14,,,1856.0,1873.0,1804.0,1413.0,2441.0,68,944.0,4597.0,95,1016.0,1.45,1.48,1.44,1.3,1.6,68,1.2,1.7,95,1.36,6020402516642601856,6.787364,36341312.046911135,11426.682002582384,7.0083537,21737705.52076504,35140.45900918939,6.4807744000000005,20533276.89890419,60626.15076082344,4.481827,4.461062999999999,4.5025907,585.0,443.0,443.0,0.15000000000000013,0.1499999999999999,0.15000000000000013,1856000000.0,443000000.0,9.268577971882843,0.10365972816979555,0.16136800223497488,0.04492701536930195,3.8328281295393536,0.6514550886123782
81349,6274,213,4.01,0.14,,,3395.0,3564.0,3117.0,2529.0,5416.0,68,1496.0,7499.0,95,3049.0,1.21,1.2,1.15,1.1,1.3,68,1.0,1.4,95,1.34,1304398236565585152,7.886103599999999,13210064.33066513,15738.09749088769,8.064146000000001,8220477.032395615,20966.19514310995,7.404636,8768263.041964054,24123.29274167768,4.3630466,4.28307,4.443023,2021.0,866.0,866.0,0.09000000000000008,0.10999999999999988,0.09000000000000008,3395000000.0,866000000.0,9.53083977861652,0.1107802713779723,0.08278537031645007,0.032302895348175785,3.7975445143617264,0.6397898515416628
81425,6615,225,3.92,0.14,,,1447.0,1756.0,2083.0,944.0,3652.0,68,224.0,5957.0,95,2065.0,1.26,1.26,1.24,1.2,1.4,68,1.1,1.4,95,1.52,4461228748502326016,6.186626400000001,63196898.01457352,14256.671217171144,6.4235907,37249372.12065906,32660.812551786203,5.849135,36737866.61432774,86072.55908904264,9.576279,9.5440235,9.608534,2205.0,503.0,503.0,0.1399999999999999,0.06000000000000005,0.1399999999999999,1447000000.0,503000000.0,9.160468531119037,0.15096760497397071,0.10037054511756291,0.04825494243369461,3.82052984852352,0.9811967905307004
81462,6068,206,2.88,0.14,,,4132.0,4265.0,4940.0,4124.0,6135.0,44,2440.0,7522.0,94,494.0,1.21,1.23,1.13,1.1,1.3,68,1.0,1.4,95,2.73,4327002086970011520,8.06697,11183003.743296033,2211.146534726199,8.35636,6280746.0987155,3128.2055872136643,7.648756,7002700.543675734,5929.220869447764,6.9927917,6.9274497,7.0581336,2003.0,8.0,8.0,0.09000000000000008,0.10999999999999988,0.09000000000000008,4132000000.0,8000000.0,9.616160312847583,0.0008408412040721235,0.08278537031645007,0.032302895348175785,3.783045572114693,0.8446505917483297
81464,6611,225,3.98,0.14,,,2148.0,2219.0,2144.0,1585.0,3073.0,68,891.0,5623.0,95,2172.0,1.35,1.34,1.32,1.2,1.5,68,1.1,1.6,95,1.46,6048186316466429056,7.4947143,18943515.87935906,10638.234841023022,7.698619,11510857.364262464,113488.22779788046,7.118396000000001,11413256.73860661,98798.61993050852,6.3209834,6.2593102,6.3826566,925.0,563.0,563.0,0.1499999999999999,0.15000000000000013,0.1499999999999999,2148000000.0,563000000.0,9.332034277027518,0.1138304438135618,0.13033376849500614,0.04825494243369461,3.8202671571609645,0.8007846497965387
81532,6458,220,4.35,0.14,,,2781.0,2700.0,2476.0,1931.0,3277.0,57,1585.0,5788.0,95,908.0,1.35,1.34,1.3,1.2,1.5,68,1.1,1.6,95,1.23,4330927167384581120,8.474065,7686355.55509871,1579.8515827077613,8.7283535,4458756.247182582,2363.661693798279,8.097895,4630310.751163521,3933.7685473423817,2.5687628,2.549446,2.5880795,496.0,850.0,496.0,0.1499999999999999,0.15000000000000013,0.1499999999999999,2781000000.0,496000000.0,9.444200988864159,0.07745777167350337,0.13033376849500614,0.04825494243369461,3.810098040681143,0.4097240032904192
81572,6718,228,3.79,0.14,,,1924.0,1987.0,1967.0,1499.0,2655.0,68,866.0,4870.0,95,1626.0,1.41,1.4,1.38,1.3,1.5,68,1.2,1.7,95,1.69,4351192167413106944,7.3509035,21626436.846041366,6325.317098549384,7.576116000000001,12885723.832342802,14770.618071930325,7.0286384,12396888.327903906,13046.691918746728,7.832432700000001,7.7812667,7.883599,731.0,425.0,425.0,0.09000000000000008,0.10999999999999988,0.09000000000000008,1924000000.0,425000000.0,9.284205067701794,0.09593303264494907,0.14921911265537988,0.027720924376803333,3.8272399995056454,0.8938966719043074
81617,7180,244,3.96,0.14,,,717.0,944.0,1241.0,562.0,1728.0,68,115.0,2113.0,95,1403.0,1.47,1.46,1.46,1.4,1.5,68,1.3,1.6,95,1.66,6046181975497795456,8.496388,7529926.626093347,3417.5928304446675,8.682647,4650466.059743064,6263.486640682726,8.217445,4147534.248239601,4845.588851625991,6.6315765,6.560403,6.70275,1011.0,155.0,155.0,0.030000000000000027,0.07000000000000006,0.030000000000000027,717000000.0,155000000.0,8.8555191556678,0.09388513904463602,0.16731733474817606,0.008863152691903105,3.8561244442423,0.8216167838893599
81631,6116,208,3.97,0.14,,,3282.0,3198.0,2778.0,2472.0,4374.0,61,1896.0,6141.0,95,4568.0,1.36,1.35,1.21,1.2,1.5,68,1.1,1.7,95,1.22,4326039979936813568,8.911028,5139668.099608137,689.5601071365262,9.194182,2903235.665098718,943.7781464091704,8.496352,3207946.566327669,1100.5275599032414,2.015488,2.0024145,2.0285614,1092.0,810.0,810.0,0.1399999999999999,0.16000000000000014,0.1399999999999999,3282000000.0,810000000.0,9.516138576717074,0.10718419571652466,0.13353890837021754,0.044706784901805297,3.7864674767402824,0.3043802167538691
81634,8668,295,4.19,0.14,83.0,0.0,343.0,430.0,587.0,290.0,729.0,68,69.0,818.0,95,517.0,1.88,1.87,1.83,1.8,2.0,68,1.7,2.1,95,1.91,4434301841878055296,6.89817,32815450.402387563,8958.124164492725,6.974292999999999,22430453.91671425,14537.28515571481,6.8065734,15210331.356054015,20164.25298780575,,,,386.0,53.0,53.0,0.1200000000000001,0.07999999999999985,0.1200000000000001,343000000.0,53000000.0,8.53529412004277,0.06710672752440916,0.2741578492636798,0.027720924376803333,3.9379189026477803,
81641,10572,359,4.11,0.14,148.0,0.0,276.0,301.0,312.0,266.0,360.0,68,145.0,398.0,95,285.0,2.65,2.64,2.59,2.4,2.8,68,2.3,3.1,95,2.57,4434301983614947072,5.7534795,94179092.49080922,61493.52964927207,5.7616005,68535406.80429189,69648.42062827093,5.7795863,39168190.60462728,149210.4950218751,,,,84.0,10.0,10.0,0.1499999999999999,0.25,0.1499999999999999,276000000.0,10000000.0,8.440909082065218,0.01573530731533521,0.42324587393680785,0.024582706522825556,4.024157154459672,
81650,7278,247,4.21,0.14,,,1144.0,1259.0,1277.0,1068.0,1568.0,68,501.0,1939.0,95,930.0,1.6,1.58,1.52,1.5,1.7,68,1.4,1.9,95,1.51,5937183024214130304,6.2096276,61872145.87178218,43647.60228725764,6.39445,38262660.81963757,73203.45853135039,5.945292,33624136.25326724,91057.91099445763,6.267992,6.244881,6.291103,424.0,76.0,76.0,0.09999999999999987,0.10000000000000009,0.09999999999999987,1144000000.0,76000000.0,9.058426024457006,0.02885173131525099,0.20411998265592482,0.0271434051189532,3.8620120512502165,0.7971284334956475
81659,10369,353,4.18,0.14,243.0,0.0,179.0,221.0,303.0,152.0,379.0,68,39.0,422.0,95,258.0,2.4,2.39,2.36,2.2,2.5,68,2.2,2.7,95,2.44,4460837356725155456,6.055213,71328170.36428474,25035.86200914144,6.093032,50505948.19047433,66508.60098507022,6.0297730000000005,31107047.45452211,49534.83615745151,,,,200.0,27.0,27.0,0.10000000000000009,0.19999999999999973,0.10000000000000009,179000000.0,27000000.0,8.252853030979892,0.06550810620887038,0.38021124171160603,0.018095603412635507,4.01573687447745,
81661,6997,238,4.16,0.14,,,1318.0,1482.0,1518.0,906.0,2680.0,68,266.0,5464.0,95,1366.0,1.4,1.4,1.41,1.3,1.5,68,1.1,1.7,95,1.45,5927068960299309824,7.2498255,23736465.556573603,8525.664118093342,7.458924,14354424.893704165,25288.644936637604,6.9594364,13212756.38818426,18339.355728291743,8.340634,8.288457000000001,8.392812,1362.0,412.0,412.0,0.10000000000000009,0.09999999999999987,0.10000000000000009,1318000000.0,412000000.0,9.119915410257992,0.13575821437339888,0.146128035678238,0.03102103442166087,3.8449118739121406,0.9211990640953398
81671,6393,217,3.97,0.14,,,2420.0,2901.0,2943.0,1828.0,5688.0,68,487.0,7499.0,95,2587.0,1.2,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.41,4326157146644280064,8.278512,9203253.35784347,2541.4945013990923,8.540475,5301093.508671016,3200.8140415645366,7.899039699999999,5560988.97927672,2806.902508026225,3.4666429,3.4453597,3.4879260000000003,3268.0,592.0,592.0,0.10000000000000009,0.09999999999999987,0.10000000000000009,2420000000.0,592000000.0,9.383815365980432,0.1062406335895558,0.07918124604762482,0.036191206825271015,3.8057047044338645,0.5399091071461655
81706,6537,222,4.31,0.14,,,2030.0,2307.0,2337.0,1496.0,4467.0,68,447.0,6879.0,95,1220.0,1.25,1.25,1.24,1.1,1.3,68,1.1,1.4,95,1.26,4354452700426614016,7.884194,13233316.205938743,3882.892108192273,8.134885,7701960.663020901,4730.116624800512,7.521708999999999,7871987.116326721,5078.502649650898,2.7682173,2.7521617000000003,2.784273,2437.0,534.0,534.0,0.050000000000000044,0.1499999999999999,0.050000000000000044,2030000000.0,534000000.0,9.307496037913213,0.11424298193908199,0.09691001300805642,0.017371779276130084,3.815378484965918,0.4422001784461358
81723,6331,215,3.91,0.14,,,3250.0,3235.0,2778.0,2307.0,4674.0,68,1778.0,6494.0,95,3388.0,1.28,1.26,1.21,1.1,1.4,68,1.1,1.5,95,1.34,4133554114255192960,8.095378,10894191.403050017,2781.7018485078074,8.359248,6264061.521491848,2627.120527922332,7.711848299999999,6607372.322216547,7812.832524110229,5.1166778,5.077287999999999,5.1560674,1424.0,943.0,943.0,0.11999999999999988,0.17999999999999994,0.11999999999999988,3250000000.0,943000000.0,9.511883360978874,0.12601221428762044,0.10720996964786837,0.04071510767842981,3.801472313521471,0.7089880700720389
81729,6723,229,4.38,0.14,,,1948.0,1981.0,1911.0,1522.0,2570.0,68,1000.0,4597.0,95,36.0,1.43,1.42,1.41,1.3,1.5,68,1.2,1.7,95,1.32,1301518718691599744,5.803223,89961572.87197135,43182.869770323225,6.034814,53288029.96680359,62460.45405655034,5.478077,51705545.72357875,80187.1802195584,6.547846,6.5289054,6.5667863,622.0,426.0,426.0,0.07000000000000006,0.1299999999999999,0.07000000000000006,1948000000.0,426000000.0,9.289588952542596,0.09497404994393494,0.1553360374650618,0.021259170442816538,3.8275631112547237,0.8160984566078475
81734,7171,244,3.91,0.14,,,601.0,758.0,1172.0,434.0,1631.0,68,89.0,2054.0,95,1381.0,1.45,1.45,1.44,1.4,1.5,68,1.3,1.6,95,1.7,4383925212688195712,5.640724700000001,104485615.75281508,79900.35413803588,5.831023,64290381.5805329,62967.6812440164,5.371442299999999,57041512.00937341,94809.16965611075,12.60874,12.516362,12.7011175,1030.0,167.0,167.0,0.050000000000000044,0.050000000000000044,0.050000000000000044,601000000.0,167000000.0,8.77887447200274,0.12067750162702669,0.16136800223497488,0.014975671789767317,3.8555797225017177,1.1006716893971995
81805,6667,227,4.27,0.14,,,1055.0,1334.0,1804.0,628.0,3139.0,68,137.0,5158.0,95,1288.0,1.26,1.26,1.24,1.2,1.3,68,1.1,1.4,95,1.31,5777499056353611520,7.9361935,12614464.69160978,3709.735204722707,8.16853,7466946.854991162,7988.786765256271,7.601945,7311222.788665673,12455.771464400252,4.1639986,4.1438284,4.184169,2084.0,427.0,427.0,0.040000000000000036,0.06000000000000005,0.040000000000000036,1055000000.0,427000000.0,9.023252459633712,0.17577606044804597,0.10037054511756291,0.013787126409627051,3.8239304551255637,0.6195105748220776
81836,6796,231,4.13,0.14,,,1870.0,1872.0,1804.0,1447.0,2399.0,68,1059.0,4217.0,95,1781.0,1.47,1.47,1.44,1.3,1.6,68,1.2,1.8,95,1.41,5830541352703013760,8.701227000000001,6235274.327926233,1493.46607231524,8.917742,3745059.458473824,7112.4612446154015,8.369017999999999,3607121.555151341,5163.952790355804,5.610482,5.553101,5.667863400000001,529.0,423.0,423.0,0.13000000000000012,0.16999999999999993,0.13000000000000012,1870000000.0,423000000.0,9.2718416065365,0.09823880526474625,0.16731733474817606,0.03840699499824679,3.832253370197008,0.7490001733681377
81840,8978,305,4.05,0.14,68.0,0.0,389.0,473.0,554.0,362.0,669.0,68,112.0,750.0,95,577.0,2.02,2.0,1.97,1.9,2.1,68,1.8,2.3,95,2.12,1427435133900756480,6.1581745,64874879.39525516,45480.4108455393,6.2122717000000005,45252922.20149111,108485.55305879311,6.1148653,28762186.632859696,102223.2180276982,,,,280.0,27.0,27.0,0.08000000000000007,0.1200000000000001,0.08000000000000007,389000000.0,27000000.0,8.589949601325708,0.030143832934158864,0.3053513694466238,0.017199781461514938,3.953179601065634,
81854,6539,222,4.23,0.14,,,1624.0,1966.0,2271.0,1122.0,4340.0,68,251.0,6494.0,95,2108.0,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.27,1705819589584418688,5.9015617,82171575.9354008,44656.672721788505,6.143268,48222311.31135565,124979.86975927182,5.570949,47466621.4510033,156437.25210693132,4.129479,4.1196127,4.139345,2716.0,502.0,502.0,0.07000000000000006,0.1299999999999999,0.07000000000000006,1624000000.0,502000000.0,9.210586024905156,0.1342462006868426,0.08990511143939793,0.024715946124575325,3.8155113373627643,0.6158952618989909
